"Item ID","Item Name","Question ID","Associated Question ID","Total Points","Question Type",Question,"Position Number",Sub-Question,"Answer Option","Answer Breakdown","Answer Breakdown","Correct Answer","Correctly Answered","Most Points Earned","Least Points Earned","Average Points Earned",Standards
8356554433,Time,2268674551,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.01.14_PM_69e6be5bac1ca.png> _ : _",1,n/a,7,23,1,7,1,2,1,1.91,"Social Studies"
8356554433,Time,2268674551,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.01.14_PM_69e6be5bac1ca.png> _ : _",2,n/a,00,20,0.87,00,0.87,2,1,1.91,"Social Studies"
8356554433,Time,2268674551,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.01.14_PM_69e6be5bac1ca.png> _ : _",2,n/a,30,1,0.04,00,0.87,2,1,1.91,"Social Studies"
8356554433,Time,2268674551,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.01.14_PM_69e6be5bac1ca.png> _ : _",2,n/a,12,1,0.04,00,0.87,2,1,1.91,"Social Studies"
8356554433,Time,2268674551,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.01.14_PM_69e6be5bac1ca.png> _ : _",2,n/a,n/a,1,0.04,00,0.87,2,1,1.91,"Social Studies"
8356554433,Time,2268674552,,1,"Multiple Choice",<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.03.05_PM_69e6bedda3f43.png>,n/a,n/a,"a. 5:00",0,0,"b. 8:00",1,1,1,1
8356554433,Time,2268674552,,1,"Multiple Choice",<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.03.05_PM_69e6bedda3f43.png>,n/a,n/a,"b. 8:00",23,1,"b. 8:00",1,1,1,1
8356554433,Time,2268674552,,1,"Multiple Choice",<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.03.05_PM_69e6bedda3f43.png>,n/a,n/a,"c. 10:00",0,0,"b. 8:00",1,1,1,1
8356554433,Time,2268674552,,1,"Multiple Choice",<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.03.05_PM_69e6bedda3f43.png>,n/a,n/a,"d. 11:00",0,0,"b. 8:00",1,1,1,1
8356554433,Time,2268674553,,1,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.04.47_PM_69e6bf2f8ef3e.png> _ : 00",1,n/a,4,22,0.96,4,0.96,1,1,1
8356554433,Time,2268674553,,1,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.04.47_PM_69e6bf2f8ef3e.png> _ : 00",1,n/a,"4        ",1,0.04,4,0.96,1,1,1
8356554433,Time,2268674554,,1,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.06.18_PM_69e6bf8b8433e.png> _ : 30",1,n/a,10,22,0.96,10,0.96,1,0,0.96
8356554433,Time,2268674554,,1,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.06.18_PM_69e6bf8b8433e.png> _ : 30",1,n/a,4,1,0.04,10,0.96,1,0,0.96
8356554433,Time,2268674555,,1,"Multiple Choice",<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.07.44_PM_69e6bfe7d8012.png>,n/a,n/a,"a. 7:30",17,0.74,"a. 7:30",0.74,1,0,0.74
8356554433,Time,2268674555,,1,"Multiple Choice",<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.07.44_PM_69e6bfe7d8012.png>,n/a,n/a,"b. 8:30",4,0.17,"a. 7:30",0.74,1,0,0.74
8356554433,Time,2268674555,,1,"Multiple Choice",<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.07.44_PM_69e6bfe7d8012.png>,n/a,n/a,"c. 5:30",0,0,"a. 7:30",0.74,1,0,0.74
8356554433,Time,2268674555,,1,"Multiple Choice",<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.07.44_PM_69e6bfe7d8012.png>,n/a,n/a,"d. 6:30",2,0.09,"a. 7:30",0.74,1,0,0.74
8356554433,Time,2268674556,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.09.33_PM_69e6c0537241b.png> _ : _",1,n/a,12,5,0.22,6,0.78,2,0,1.61
8356554433,Time,2268674556,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.09.33_PM_69e6c0537241b.png> _ : _",1,n/a,6,18,0.78,6,0.78,2,0,1.61
8356554433,Time,2268674556,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.09.33_PM_69e6c0537241b.png> _ : _",2,n/a,00,18,0.78,00,0.78,2,0,1.61
8356554433,Time,2268674556,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.09.33_PM_69e6c0537241b.png> _ : _",2,n/a,30,1,0.04,00,0.78,2,0,1.61
8356554433,Time,2268674556,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.09.33_PM_69e6c0537241b.png> _ : _",2,n/a,12,2,0.09,00,0.78,2,0,1.61
8356554433,Time,2268674556,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.09.33_PM_69e6c0537241b.png> _ : _",2,n/a,n/a,1,0.04,00,0.78,2,0,1.61
8356554433,Time,2268674556,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.09.33_PM_69e6c0537241b.png> _ : _",2,n/a,13,1,0.04,00,0.78,2,0,1.61
8356554433,Time,2268674557,,1,"Multiple Choice",<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.11.00_PM_69e6c0af252a9.png>,n/a,n/a,"a. 10:30",3,0.13,"c. 10:00",0.87,1,0,0.87
8356554433,Time,2268674557,,1,"Multiple Choice",<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.11.00_PM_69e6c0af252a9.png>,n/a,n/a,"b. 9:00",0,0,"c. 10:00",0.87,1,0,0.87
