"Item ID","Item Name","Question ID","Associated Question ID","Total Points","Question Type",Question,"Position Number",Sub-Question,"Answer Option","Answer Breakdown","Answer Breakdown","Correct Answer","Correctly Answered","Most Points Earned","Least Points Earned","Average Points Earned"
8358359176,"FAST STAR Reading Practice Assessment",2269136031,,1,"Multiple Choice","Which of these would be the title of a text with facts about turtles?",n/a,n/a,"a. The Talking Turtles",2,0.11,"b. All About Turtles",0.89,1,0,0.89
8358359176,"FAST STAR Reading Practice Assessment",2269136031,,1,"Multiple Choice","Which of these would be the title of a text with facts about turtles?",n/a,n/a,"b. All About Turtles",16,0.89,"b. All About Turtles",0.89,1,0,0.89
8358359176,"FAST STAR Reading Practice Assessment",2269136031,,1,"Multiple Choice","Which of these would be the title of a text with facts about turtles?",n/a,n/a,"c. The Turtle that Loved to Dance",0,0,"b. All About Turtles",0.89,1,0,0.89
8358359176,"FAST STAR Reading Practice Assessment",2269136032,,1,"Multiple Choice","Melissa loved to dance. She would dance every day. She loved to make up her own dances. She wanted to be a famous dancer one day. What is the story about?",n/a,n/a,"a. Melissa's family",3,0.17,"b. Melissa's hobby",0.78,1,0,0.78
8358359176,"FAST STAR Reading Practice Assessment",2269136032,,1,"Multiple Choice","Melissa loved to dance. She would dance every day. She loved to make up her own dances. She wanted to be a famous dancer one day. What is the story about?",n/a,n/a,"b. Melissa's hobby",14,0.78,"b. Melissa's hobby",0.78,1,0,0.78
8358359176,"FAST STAR Reading Practice Assessment",2269136032,,1,"Multiple Choice","Melissa loved to dance. She would dance every day. She loved to make up her own dances. She wanted to be a famous dancer one day. What is the story about?",n/a,n/a,"c. Melissa's pets",0,0,"b. Melissa's hobby",0.78,1,0,0.78
8358359176,"FAST STAR Reading Practice Assessment",2269136032,,1,"Multiple Choice","Melissa loved to dance. She would dance every day. She loved to make up her own dances. She wanted to be a famous dancer one day. What is the story about?",n/a,n/a,n/a,1,0.06,"b. Melissa's hobby",0.78,1,0,0.78
8358359176,"FAST STAR Reading Practice Assessment",2269136033,,1,"Multiple Choice","The friends _____________ to each other after school.",n/a,n/a,"a. talks",2,0.11,"b. talked",0.72,1,0,0.72
8358359176,"FAST STAR Reading Practice Assessment",2269136033,,1,"Multiple Choice","The friends _____________ to each other after school.",n/a,n/a,"b. talked",13,0.72,"b. talked",0.72,1,0,0.72
8358359176,"FAST STAR Reading Practice Assessment",2269136033,,1,"Multiple Choice","The friends _____________ to each other after school.",n/a,n/a,"c. talking",3,0.17,"b. talked",0.72,1,0,0.72
