check_name,school_id,subject_id,item_id,question_no,position_number,standards,drift_type,cube_score,fact_score,cube_possible,fact_possible
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,9715a10dbf80dae8d94ae01e200df982236ada98bcd79115529f2f5e3d4bc399,7637896011,1,n/a,Other,STALE_CUBE_ROW,16.0000,,17.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,8ff7d3c471464bf6f707fa164f14a332257879a9d8ef2ce966a4b05d1a22276d,7338033968,9,n/a,SOC.7.SS.7.C.3.14,STALE_CUBE_ROW,5.0000,,5.0000,
cube_qso_by_item,019eb11c-413b-7a66-a7d8-a18f14736ede,93dca55fc1a0fa8988d5f87ce091a098ab0c02fc0df3bc4ec9e01ee180e965ea,7997342490,17,n/a,SCI.5.SC.5.P.11.1,STALE_CUBE_ROW,0.0000,,1.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,712b284ee4d783f28b8288e22d8b2fbf06bc22958f920698e9705a5c044a1ea9,7687678128,8,n/a,MA.2.FR.1.1,STALE_CUBE_ROW,20.0000,,20.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,8ff7d3c471464bf6f707fa164f14a332257879a9d8ef2ce966a4b05d1a22276d,7338033968,18,n/a,SOC.7.SS.7.C.2.3,STALE_CUBE_ROW,2.0000,,4.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,8d09f64792084dbd63d01b6e090c8448fdca27813af839ce179a6c2782f6c0ff,7334679341,9,n/a,ELA.2.R.1.1,STALE_CUBE_ROW,14.0000,,16.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,9bd8f632236b0acd026a691a3e75b902c4c04155931cf1371fa8313464c25535,7338399404,18,n/a,SCI.3.SC.3.L.14.2,STALE_CUBE_ROW,16.0000,,20.0000,
cube_qso_by_item,019eb11c-413c-7ed9-872e-0fe5e9a947b6,d6885dcaa7c6c9bd62796b6eae7685df775d93bb36d3d14232e34d89e947c020,7935427775,4,n/a,MA.3.GR.1.2,STALE_CUBE_ROW,8.5000,,13.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,ff14856b47873b9004816d81a15c1eaaeeda5ece624b3821426e632b00a983d9,7702555934,19,n/a,MA.5.DP.1.1,STALE_CUBE_ROW,20.0000,,20.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,9715a10dbf80dae8d94ae01e200df982236ada98bcd79115529f2f5e3d4bc399,7637896011,2,n/a,Other,STALE_CUBE_ROW,15.0000,,17.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,7d05f8dffe7639f2bdaaf1852c81fa54dbcd29ae28c99f36950bcacb837fc861,7789640645,17,n/a,MA.4.M.2.1,STALE_CUBE_ROW,17.0000,,21.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,8ff7d3c471464bf6f707fa164f14a332257879a9d8ef2ce966a4b05d1a22276d,7338033968,25,n/a,SOC.7.SS.7.C.4.2,STALE_CUBE_ROW,18.0000,,18.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,df6c0856658a84abee3dced09e1e891e3c24630d4f2433dc5242e2ee425e37f8,7702561239,19,n/a,MA.K.GR.1.1,STALE_CUBE_ROW,19.0000,,19.0000,
cube_qso_by_item,019eb11c-413b-7a66-a7d8-a18f14736ede,93dca55fc1a0fa8988d5f87ce091a098ab0c02fc0df3bc4ec9e01ee180e965ea,7997342490,8,n/a,SCI.5.SC.5.P.11.1,STALE_CUBE_ROW,1.0000,,1.0000,
cube_qso_by_item,019eb11c-413b-7a66-a7d8-a18f14736ede,27aa30fd019932f7444692363539d0c2333d8fb5be34bddcca6e59bcb5a0431e,7891794271,5,n/a,SCI.3.SC.3.L.15.1,STALE_CUBE_ROW,9.0000,,17.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,8ff7d3c471464bf6f707fa164f14a332257879a9d8ef2ce966a4b05d1a22276d,7338033968,17,n/a,SOC.7.SS.7.C.2.13,STALE_CUBE_ROW,3.0000,,3.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,761ccd209b5e294d6d5e35a8498ece0d62cac0ff4bb349e669127a6556c5bd4d,7893373621,15,n/a,MA.1.NSO.1.1,STALE_CUBE_ROW,14.0000,,20.0000,
cube_qso_by_item,019eb11c-413b-7a66-a7d8-a18f14736ede,93dca55fc1a0fa8988d5f87ce091a098ab0c02fc0df3bc4ec9e01ee180e965ea,7891846801,6,n/a,SCI.5.SC.5.P.11.1,STALE_CUBE_ROW,15.0000,,19.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,712b284ee4d783f28b8288e22d8b2fbf06bc22958f920698e9705a5c044a1ea9,7687678128,15,n/a,MA.2.FR.1.1,STALE_CUBE_ROW,17.5000,,20.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,761ccd209b5e294d6d5e35a8498ece0d62cac0ff4bb349e669127a6556c5bd4d,7893373621,12,n/a,MA.1.NSO.1.2,STALE_CUBE_ROW,15.0000,,20.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,8ff7d3c471464bf6f707fa164f14a332257879a9d8ef2ce966a4b05d1a22276d,7338033968,39,n/a,SOC.7.SS.7.C.3.8,STALE_CUBE_ROW,4.0000,,5.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,ff14856b47873b9004816d81a15c1eaaeeda5ece624b3821426e632b00a983d9,7702555934,10,n/a,MA.5.DP.1.2,STALE_CUBE_ROW,16.0000,,20.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,df6c0856658a84abee3dced09e1e891e3c24630d4f2433dc5242e2ee425e37f8,7702561239,11,n/a,MA.K.GR.1.1,STALE_CUBE_ROW,19.0000,,19.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,9bd8f632236b0acd026a691a3e75b902c4c04155931cf1371fa8313464c25535,7338399404,9,n/a,SCI.3.SC.3.L.14.1,STALE_CUBE_ROW,14.0000,,20.0000,
cube_qso_by_item,019eb11c-413b-7a66-a7d8-a18f14736ede,5f9da398894f7e5436bec90daf65aac33bfe4ffcf8a6e6a58cb1d73500fdcaad,7891742813,1,n/a,SCI.2.SC.2.P.13.3,STALE_CUBE_ROW,15.0000,,17.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,761ccd209b5e294d6d5e35a8498ece0d62cac0ff4bb349e669127a6556c5bd4d,7893373621,19,1,MA.1.NSO.1.1,STALE_CUBE_ROW,25.0000,,40.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,1cb82c7bab46cbcc82c6c2e2b39360c42da660b8bf3c2b84a609699ac62b7a6a,8325672509,14,1,MA.6.MAFS.6.SP.1.3,STALE_CUBE_ROW,17.5000,,20.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,1cb82c7bab46cbcc82c6c2e2b39360c42da660b8bf3c2b84a609699ac62b7a6a,8325672509,15,1,MA.6.MAFS.6.SP.1.2,STALE_CUBE_ROW,16.3335,,20.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,9bd8f632236b0acd026a691a3e75b902c4c04155931cf1371fa8313464c25535,7338399404,15,n/a,SCI.3.SC.3.L.14.1,STALE_CUBE_ROW,17.0000,,20.0000,
cube_qso_by_item,019eb11c-410a-7ffb-86e6-a0294c669670,8d09f64792084dbd63d01b6e090c8448fdca27813af839ce179a6c2782f6c0ff,7334679341,6,n/a,ELA.2.C.3.1,STALE_CUBE_ROW,12.0000,,16.0000,
