"Item ID","Item Name","Question ID","Associated Question ID","Total Points","Question Type",Question,"Position Number",Sub-Question,"Answer Option","Answer Breakdown","Answer Breakdown","Correct Answer","Correctly Answered","Most Points Earned","Least Points Earned","Average Points Earned"
8360344233,"Weekly Math Quiz #4 (add/subtract fractions with unlike denominators, plot points, identify the rule)",2269600026,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.20.25_PM_69dc37101a518.png>",n/a,n/a,"a. a",0,0,"b. b",1,1,1,1
8360344233,"Weekly Math Quiz #4 (add/subtract fractions with unlike denominators, plot points, identify the rule)",2269600026,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.20.25_PM_69dc37101a518.png>",n/a,n/a,"b. b",19,1,"b. b",1,1,1,1
8360344233,"Weekly Math Quiz #4 (add/subtract fractions with unlike denominators, plot points, identify the rule)",2269600027,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.22.11_PM_69dc377177d13.png>",n/a,n/a,"a. a",19,1,"a. a",1,1,1,1
8360344233,"Weekly Math Quiz #4 (add/subtract fractions with unlike denominators, plot points, identify the rule)",2269600027,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.22.11_PM_69dc377177d13.png>",n/a,n/a,"b. b",0,0,"a. a",1,1,1,1
8360344233,"Weekly Math Quiz #4 (add/subtract fractions with unlike denominators, plot points, identify the rule)",2269600028,,2,"Fill in the Blank","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.24.50_PM_69dc3834b51c2.png>   (_,_)",1,n/a,5,18,0.95,5,0.95,2,0,1.89
8360344233,"Weekly Math Quiz #4 (add/subtract fractions with unlike denominators, plot points, identify the rule)",2269600028,,2,"Fill in the Blank","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.24.50_PM_69dc3834b51c2.png>   (_,_)",1,n/a,1,1,0.05,5,0.95,2,0,1.89
8360344233,"Weekly Math Quiz #4 (add/subtract fractions with unlike denominators, plot points, identify the rule)",2269600028,,2,"Fill in the Blank","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.24.50_PM_69dc3834b51c2.png>   (_,_)",2,n/a,6,18,0.95,6,0.95,2,0,1.89
8360344233,"Weekly Math Quiz #4 (add/subtract fractions with unlike denominators, plot points, identify the rule)",2269600028,,2,"Fill in the Blank","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.24.50_PM_69dc3834b51c2.png>   (_,_)",2,n/a,5,1,0.05,6,0.95,2,0,1.89
8360344233,"Weekly Math Quiz #4 (add/subtract fractions with unlike denominators, plot points, identify the rule)",2269600029,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.27.06_PM_69dc38a5c370c.png>",n/a,n/a,"a. a",1,0.05,"c. c",0.95,1,0,0.95
8360344233,"Weekly Math Quiz #4 (add/subtract fractions with unlike denominators, plot points, identify the rule)",2269600029,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.27.06_PM_69dc38a5c370c.png>",n/a,n/a,"b. b",0,0,"c. c",0.95,1,0,0.95
