"Item ID","Item Name","Question ID","Associated Question ID","Total Points","Question Type",Question,"Position Number",Sub-Question,"Answer Option","Answer Breakdown","Answer Breakdown","Correct Answer","Correctly Answered","Most Points Earned","Least Points Earned","Average Points Earned"
8360651191,"SC Quiz Week #2 FSA Review",2269661363,,1,"Fill in the Blank","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.50.10_PM_69dc3df0bfd47.png> Which letter did you choose? Write the letter only. _  ",1,n/a,c,18,0.95,c,0.95,1,0,0.95
8360651191,"SC Quiz Week #2 FSA Review",2269661363,,1,"Fill in the Blank","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.50.10_PM_69dc3df0bfd47.png> Which letter did you choose? Write the letter only. _  ",1,n/a,a,1,0.05,c,0.95,1,0,0.95
8360651191,"SC Quiz Week #2 FSA Review",2269661364,,1,"Fill in the Blank","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.51.43_PM_69dc3e302714f.png> Which letter did you choose? Write the letter only. _  ",1,n/a,b,19,1,b,1,1,1,1
8360651191,"SC Quiz Week #2 FSA Review",2269661365,,1,"Fill in the Blank","    <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.52.29_PM_69dc3e5f2e081.png> Which letter did you choose? Write the letter only. _  ",1,n/a,b,18,0.95,b,0.95,1,0,0.95
8360651191,"SC Quiz Week #2 FSA Review",2269661365,,1,"Fill in the Blank","    <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.52.29_PM_69dc3e5f2e081.png> Which letter did you choose? Write the letter only. _  ",1,n/a,a,1,0.05,b,0.95,1,0,0.95
8360651191,"SC Quiz Week #2 FSA Review",2269661366,,1,"Fill in the Blank","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.53.20_PM_69dc3ead34e6e.png>   Which letter did you choose? Write the letter only. _  ",1,n/a,c,18,0.95,c,0.95,1,0,0.95
8360651191,"SC Quiz Week #2 FSA Review",2269661366,,1,"Fill in the Blank","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.53.20_PM_69dc3ead34e6e.png>   Which letter did you choose? Write the letter only. _  ",1,n/a,a,1,0.05,c,0.95,1,0,0.95
8360651191,"SC Quiz Week #2 FSA Review",2269661367,,1,"Fill in the Blank","    <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.54.42_PM_69dc3edf57eb7.png> Which letter did you choose? Write the letter only. _  ",1,n/a,c,17,0.89,c,0.89,1,0,0.89
8360651191,"SC Quiz Week #2 FSA Review",2269661367,,1,"Fill in the Blank","    <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.54.42_PM_69dc3edf57eb7.png> Which letter did you choose? Write the letter only. _  ",1,n/a,a,1,0.05,c,0.89,1,0,0.89
8360651191,"SC Quiz Week #2 FSA Review",2269661367,,1,"Fill in the Blank","    <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-12_at_8.54.42_PM_69dc3edf57eb7.png> Which letter did you choose? Write the letter only. _  ",1,n/a,d,1,0.05,c,0.89,1,0,0.89
