"Item ID","Item Name","Question ID","Associated Question ID","Total Points","Question Type",Question,"Position Number",Sub-Question,"Answer Option","Answer Breakdown","Answer Breakdown","Correct Answer","Correctly Answered","Most Points Earned","Least Points Earned","Average Points Earned",Standards
8357154937,Time,2268864883,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.01.14_PM_69e6be5bac1ca.png> _ : _",1,n/a,7,20,0.95,7,0.95,2,0,1.81,"Social Studies"
8357154937,Time,2268864883,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.01.14_PM_69e6be5bac1ca.png> _ : _",1,n/a,51,1,0.05,7,0.95,2,0,1.81,"Social Studies"
8357154937,Time,2268864883,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.01.14_PM_69e6be5bac1ca.png> _ : _",2,n/a,00,18,0.86,00,0.86,2,0,1.81,"Social Studies"
8357154937,Time,2268864883,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.01.14_PM_69e6be5bac1ca.png> _ : _",2,n/a,30,1,0.05,00,0.86,2,0,1.81,"Social Studies"
8357154937,Time,2268864883,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.01.14_PM_69e6be5bac1ca.png> _ : _",2,n/a,73,1,0.05,00,0.86,2,0,1.81,"Social Studies"
8357154937,Time,2268864883,,2,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.01.14_PM_69e6be5bac1ca.png> _ : _",2,n/a,n/a,1,0.05,00,0.86,2,0,1.81,"Social Studies"
8357154937,Time,2268864884,,1,"Multiple Choice",<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.03.05_PM_69e6bedda3f43.png>,n/a,n/a,"a. 5:00",0,0,"b. 8:00",1,1,1,1
8357154937,Time,2268864884,,1,"Multiple Choice",<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.03.05_PM_69e6bedda3f43.png>,n/a,n/a,"b. 8:00",21,1,"b. 8:00",1,1,1,1
8357154937,Time,2268864884,,1,"Multiple Choice",<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.03.05_PM_69e6bedda3f43.png>,n/a,n/a,"c. 10:00",0,0,"b. 8:00",1,1,1,1
8357154937,Time,2268864884,,1,"Multiple Choice",<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.03.05_PM_69e6bedda3f43.png>,n/a,n/a,"d. 11:00",0,0,"b. 8:00",1,1,1,1
8357154937,Time,2268864885,,1,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.04.47_PM_69e6bf2f8ef3e.png> _ : 00",1,n/a,4,20,0.95,4,0.95,1,0,0.95
8357154937,Time,2268864885,,1,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.04.47_PM_69e6bf2f8ef3e.png> _ : 00",1,n/a,67,1,0.05,4,0.95,1,0,0.95
8357154937,Time,2268864886,,1,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.06.18_PM_69e6bf8b8433e.png> _ : 30",1,n/a,10,20,0.95,10,0.95,1,0,0.95
8357154937,Time,2268864886,,1,"Fill in the Blank","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.06.18_PM_69e6bf8b8433e.png> _ : 30",1,n/a,df,1,0.05,10,0.95,1,0,0.95
8357154937,Time,2268864887,,1,"Multiple Choice",<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.07.44_PM_69e6bfe7d8012.png>,n/a,n/a,"a. 7:30",19,0.9,"a. 7:30",0.9,1,0,0.9
8357154937,Time,2268864887,,1,"Multiple Choice",<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2026-04/Screenshot_2026-04-20_at_8.07.44_PM_69e6bfe7d8012.png>,n/a,n/a,"b. 8:30",0,0,"a. 7:30",0.9,1,0,0.9
